time_s,biomass_gDW,glc__D_e,o2_e,nh4_e,pi_e,h_e,h2o_e,co2_e,ac_e,acald_e,akg_e,etoh_e,for_e,fru_e,fum_e,gln__L_e,glu__L_e,lac__D_e,mal__L_e,pyr_e,succ_e
1214.0,2.098420241084876,4.204872317243391,4.55014539340011e-70,17.891176295483014,63.76770498426381,20.74237757499314,55495.30615013686,0.0,5.782986004142111,0.0,0.0,5.767650042200509,12.002209841455063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1216.0,2.098532447027425,4.193351421610502,3.489243483023455e-70,17.88985681046274,63.766814801322184,20.77692534363852,55495.298142774205,0.0,5.792579952676409,0.0,0.0,5.7774201059779395,12.022309482152508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1218.0,2.098644553984288,4.181830281903149,2.6756556313897098e-70,17.888537316513933,63.765924612356976,20.811473844406347,55495.29013519125,0.0,5.802174132246136,0.0,0.0,5.787190401982515,12.042409591090289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1220.0,2.0987565620944584,4.170308900737898,2.0517389514837758e-70,17.8872178140423,63.76503441764189,20.846023069451512,55495.28212738953,0.0,5.811768540827214,0.0,0.0,5.796960928136006,12.062510163939912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1222.0,2.0988684714963566,4.158787280747457,1.5732833305802894e-70,17.88589830345627,63.764144217452476,20.880573010880504,55495.274119370595,0.0,5.821363176383388,0.0,0.0,5.806731682347643,12.082611196346651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1224.0,2.09898028232783,4.147265424580863,1.2063816884374284e-70,17.884578785167,63.76325401206612,20.915123660750858,55495.26611113599,0.0,5.830958036866078,0.0,0.0,5.81650266251397,12.102712683929239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1226.0,2.0990919947261513,4.135743334903677,9.250293132161487e-71,17.883259259588442,63.762363801762085,20.94967501107058,55495.258102687294,0.0,5.8405531202142384,0.0,0.0,5.8262738665186875,12.122814622279554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1228.0,2.099203608828019,4.124221014398171,7.092824658540324e-71,17.88193972713734,63.76147358682153,20.984227053797557,55495.250094026065,0.0,5.85014842435421,0.0,0.0,5.836045292232514,12.14291700696231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1230.0,2.099315124769556,4.1126984657635255,5.438459867430079e-71,17.880620188233287,63.76058336752753,21.018779780838994,55495.24208515389,0.0,5.859743947199574,0.0,0.0,5.845816937513024,12.163019833514738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1232.0,2.0994265426863095,4.101175691716029,4.1698997501913906e-71,17.87930064329875,63.7596931441651,21.053333184050803,55495.23407607236,0.0,5.869339686650996,0.0,0.0,5.855588800204498,12.183123097446257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234.0,2.0995378627132504,4.089652694989275,3.197188837314411e-71,17.87798109275909,63.7588029170212,21.087887255237014,55495.22606678308,0.0,5.878935640596081,0.0,0.0,5.865360878137766,12.203226794238153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1236.0,2.0996490849847715,4.078129478334368,2.4513422797382157e-71,17.87666153704262,63.7579126863848,21.122441986149152,55495.21805728765,0.0,5.888531806909215,0.0,0.0,5.875133169130046,12.223330919343242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1238.0,2.0997602096346877,4.066606044520131,1.879457993667457e-71,17.875341976580614,63.75702245254685,21.15699736848563,55495.2100475877,0.0,5.8981281834514085,0.0,0.0,5.884905670984784,12.24343546818554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1240.0,2.0998712367962344,4.055082396333309,1.4409678702471493e-71,17.874022411807367,63.75613221580034,21.191553393891116,55495.20203768486,0.0,5.907724768070138,0.0,0.0,5.8946783814914925,12.263540436159914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
